player,player_id,pass_angle,pass_length,under_pressure,pass_cross,pass_cut_back,pass_inswinging,pass_outswinging,pass_through_ball,pass_switch,pass_normal,location_x,location_y,pass_end_location_x,pass_end_location_y,play_pattern_from_corner,play_pattern_from_counter,play_pattern_from_free_kick,play_pattern_from_goal_kick,play_pattern_from_keeper,play_pattern_from_kick_off,play_pattern_from_throw_in,play_pattern_regular_play,pass_body_part_left_foot,pass_body_part_right_foot,pass_height_ground_pass,pass_height_high_pass,pass_height_low_pass,pass_completed
Francesc Fàbregas i Soler,3478,-1.3223089,6.9123077,1,0,0,0,0,0,0,1,54.4,38.9,56.1,32.2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Pedro Eliezer Rodríguez Ledesma,3958,-0.17317495,34.820827,0,0,0,0,0,0,0,1,70.6,19.6,104.9,13.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Diego da Silva Costa,5198,1.7102364,17.2676,0,0,0,0,0,0,0,1,103.4,25.6,101.0,42.7,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Gary Cahill,3645,-1.5707964,11.8,0,0,0,0,0,0,0,1,63.4,17.9,63.4,6.1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.010637896,18.801064,0,0,0,0,0,0,0,1,67.2,3.6,86.0,3.8,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Gary Cahill,3645,2.915781,15.185519,0,0,0,0,0,0,0,1,30.0,16.2,15.2,19.6,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Asmir Begović,3339,-0.84654635,3.471311,0,0,0,0,0,0,0,1,14.2,20.9,16.5,18.3,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Gary Cahill,3645,0.59300256,33.28243,0,0,0,0,0,0,0,1,13.5,40.6,41.1,59.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.53338724,12.1938505,0,0,0,0,0,0,0,1,52.0,60.7,62.5,54.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-1.896157,8.759566,0,0,0,0,0,0,0,1,65.5,39.7,62.7,31.4,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Nemanja Matić,3381,-0.9514233,26.527721,0,0,0,0,0,0,0,1,63.6,23.9,79.0,2.3,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Eden Hazard,3621,0.6816058,6.824954,0,0,0,0,0,0,0,1,83.3,1.0,88.6,5.3,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Eden Hazard,3621,0.18763977,16.082289,0,0,0,0,0,0,0,1,93.1,0.1,108.9,3.1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Eden Hazard,3621,3.0832648,13.723338,0,0,0,0,0,0,0,1,99.7,2.3,86.0,3.1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,1.4626485,17.60284,0,0,0,0,0,0,0,1,89.5,5.7,91.4,23.2,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.1412036,44.65781,0,0,0,0,0,0,1,0,98.0,28.2,116.6,68.8,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Branislav Ivanović,5594,-1.5810524,19.501026,0,1,0,0,0,0,0,0,116.6,68.8,116.4,49.3,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Branislav Ivanović,5594,-2.241318,14.805405,0,0,0,0,0,0,0,1,112.8,80.0,103.6,68.4,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Eden Hazard,3621,-3.0469854,13.76154,0,0,0,0,0,0,0,1,103.2,75.7,89.5,74.4,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Nemanja Matić,3381,-2.1028728,43.167698,0,0,0,0,0,0,0,1,84.6,75.0,62.7,37.8,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Gary Cahill,3645,-1.4481916,21.259586,0,0,0,0,0,0,0,1,82.8,23.2,85.4,2.1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,2.3267913,14.431216,0,0,0,0,0,0,0,1,90.8,10.2,80.9,20.7,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Gary Cahill,3645,2.3013046,19.333132,0,0,0,0,0,0,0,1,81.6,23.2,68.7,37.6,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Nemanja Matić,3381,-1.6405753,18.645374,0,0,0,0,0,0,0,1,84.8,20.7,83.5,2.1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,-0.22810262,5.748913,0,0,0,0,0,0,0,1,86.0,2.5,91.6,1.2,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Diego da Silva Costa,5198,1.0741277,14.900335,1,0,0,0,0,0,0,1,99.1,1.2,106.2,14.3,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Eden Hazard,3621,2.7736118,8.895505,0,0,0,0,0,0,0,1,105.9,14.5,97.6,17.7,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Kurt Happy Zouma,3456,-0.20365852,9.394147,0,0,0,0,0,0,0,1,33.2,58.3,42.4,56.4,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-2.8342814,17.520845,0,0,0,0,0,0,0,1,42.4,56.4,25.7,51.1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.710271,13.189389,0,0,0,0,0,0,0,1,28.1,51.7,38.1,43.1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,-2.0840485,25.25391,0,0,0,0,0,0,0,1,38.1,43.1,25.7,21.1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
Gary Cahill,3645,-0.60267663,26.462048,0,0,0,0,0,0,0,1,30.0,17.5,51.8,2.5,0,0,0,0,1,0,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.48047295,18.60672,0,0,0,0,0,0,0,1,55.9,5.0,72.4,13.6,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Eden Hazard,3621,1.169113,24.55443,0,0,0,0,0,0,0,1,68.5,27.0,78.1,49.6,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Diego da Silva Costa,5198,-1.6240792,22.531977,0,0,0,0,0,0,0,1,71.9,45.6,70.7,23.1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,-0.6673923,27.627884,0,0,0,0,0,0,0,1,78.6,21.9,100.3,4.8,0,0,0,0,1,0,0,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,2.4360244,10.640489,0,0,0,0,0,0,0,1,100.3,4.8,92.2,11.7,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Eden Hazard,3621,-1.3114645,10.139033,0,0,0,0,0,0,0,1,92.2,11.7,94.8,1.9,0,0,0,0,1,0,0,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,0.18843523,21.88744,0,0,0,0,0,0,0,1,94.5,1.9,116.0,6.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Eden Hazard,3621,3.0526261,21.384573,1,0,0,0,0,0,0,1,112.0,21.0,90.7,22.9,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,1.6198367,48.95886,0,0,0,0,0,0,1,0,90.7,22.9,88.3,71.8,0,0,0,0,1,0,0,0,1,0,0,1,0,1
Branislav Ivanović,5594,-1.8950658,12.554282,0,0,0,0,0,0,0,1,86.9,73.7,82.9,61.8,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-2.1851902,17.867569,0,0,0,0,0,0,0,1,82.9,61.8,72.6,47.2,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,1.2715983,21.034496,1,0,0,0,0,0,0,1,71.9,41.0,78.1,61.1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,0.098045275,12.258874,0,0,0,0,0,0,0,1,78.1,61.1,90.3,62.3,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-0.91872025,30.321115,0,0,0,0,0,0,0,1,84.5,28.6,102.9,4.5,0,0,0,0,1,0,0,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,1.9685671,12.907749,0,0,0,0,0,0,0,1,102.2,6.7,97.2,18.6,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,2.4511461,8.949861,0,0,0,0,0,0,0,1,95.0,20.8,88.1,26.5,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,-0.97668135,22.687662,0,0,0,0,0,0,0,1,90.0,24.8,102.7,6.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,1.4801364,3.3136084,0,0,0,0,0,0,0,1,117.2,13.4,117.5,16.7,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Francesc Fàbregas i Soler,3478,1.5707964,55.0,0,0,0,1,0,0,1,0,120.0,0.1,120.0,55.1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Branislav Ivanović,5594,-1.3028111,25.303162,0,0,0,0,0,0,0,1,56.6,80.0,63.3,55.6,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Eden Hazard,3621,-2.4468544,8.591274,1,0,0,0,0,0,0,1,56.8,54.4,50.2,48.9,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.2850507,18.448034,0,0,0,0,0,0,0,1,50.2,48.9,55.4,31.2,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Eden Hazard,3621,1.0414,21.781643,1,0,0,0,0,0,0,1,65.7,32.0,76.7,50.8,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Diego da Silva Costa,5198,2.89059,8.052329,1,0,0,0,0,0,0,1,72.8,52.2,65.0,54.2,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Nemanja Matić,3381,-1.3250413,31.238598,0,0,0,0,0,0,0,1,72.6,36.3,80.2,6.0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,-0.5743048,16.198765,0,0,0,0,0,0,0,1,89.8,20.0,103.4,11.2,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,2.8352256,10.278619,1,0,0,0,0,0,0,1,102.9,7.2,93.1,10.3,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.731559,7.496666,0,0,0,0,0,0,0,1,96.2,14.1,95.0,21.5,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Pedro Eliezer Rodríguez Ledesma,3958,2.9562447,6.511528,1,0,0,0,0,0,0,1,25.8,60.6,19.4,61.8,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-0.031131808,28.914011,0,0,0,0,0,0,0,1,15.8,74.9,44.7,74.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Pedro Eliezer Rodríguez Ledesma,3958,2.425849,3.04795,1,0,0,0,0,0,0,1,67.3,38.6,65.0,40.6,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.1821069,22.69273,0,0,0,0,0,0,0,1,70.4,30.3,79.0,9.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,-1.3899968,9.4541,0,0,0,0,0,0,0,1,99.3,13.1,101.0,3.8,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,2.3432083,16.335545,0,0,0,0,0,0,0,1,100.7,3.6,89.3,15.3,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.006666568,30.000668,0,0,0,0,0,0,0,1,90.0,15.5,120.0,15.3,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Francesc Fàbregas i Soler,3478,0.7622809,24.472433,0,0,0,0,0,0,0,1,27.7,56.1,45.4,73.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.5056711,36.878178,0,0,0,0,0,0,0,1,48.7,74.7,51.1,37.9,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,-1.1173823,30.591011,0,0,0,0,0,0,0,1,49.7,30.1,63.1,2.6,0,0,1,0,0,0,0,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,1.9549657,15.20855,0,0,0,0,0,0,0,1,62.8,2.4,57.1,16.5,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,-0.67720807,18.990788,0,0,0,0,0,0,0,1,58.0,15.5,72.8,3.6,0,0,1,0,0,0,0,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,1.902116,26.43785,0,0,0,0,0,0,0,1,79.5,2.9,70.9,27.9,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,0.41227055,40.92933,1,0,0,0,0,1,0,0,72.8,32.0,110.3,48.4,0,0,1,0,0,0,0,0,0,1,0,1,0,1
Oscar dos Santos Emboaba Júnior,40122,0.622032,6.521503,1,0,0,0,0,0,0,1,67.1,5.7,72.4,9.5,0,1,0,0,0,0,0,0,0,1,0,1,0,1
Diego da Silva Costa,5198,-2.1273956,5.3,0,0,0,0,0,0,0,1,72.1,9.5,69.3,5.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Kurt Happy Zouma,3456,1.7282132,12.757743,0,0,0,0,0,0,0,1,42.1,53.2,40.1,65.8,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Nemanja Matić,3381,1.5051016,7.61643,1,0,0,0,0,0,0,1,41.6,67.3,42.1,74.9,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-0.5070985,10.29563,0,0,0,0,0,0,0,1,42.1,74.9,51.1,69.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Asmir Begović,3339,-0.9610437,42.083965,0,0,0,0,0,0,0,1,6.0,44.0,30.1,9.5,0,0,0,1,0,0,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,1.8753072,22.012724,0,0,0,0,0,0,0,1,35.8,2.9,29.2,23.9,0,0,0,1,0,0,0,0,1,0,1,0,0,1
Gary Cahill,3645,-1.4881123,18.162048,0,0,0,0,0,0,0,1,40.6,35.3,42.1,17.2,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Nemanja Matić,3381,-1.2440953,12.775759,0,0,0,0,0,0,0,1,41.1,15.7,45.2,3.6,0,0,0,1,0,0,0,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,0.37216976,44.54986,0,0,0,0,0,0,0,1,54.0,5.7,95.5,21.9,0,0,0,1,0,0,0,0,0,1,0,1,0,1
Diego da Silva Costa,5198,-1.6678685,26.826294,0,0,0,0,0,0,0,1,66.6,64.2,64.0,37.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Nemanja Matić,3381,1.5971061,7.602631,0,0,0,0,0,0,0,1,67.3,31.5,67.1,39.1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.4693494,16.786304,0,0,0,0,0,0,0,1,67.1,38.9,68.8,22.2,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Nemanja Matić,3381,-0.92332697,25.2002,0,0,0,0,0,0,0,1,68.8,22.7,84.0,2.6,0,0,0,0,0,0,0,1,1,0,1,0,0,1
César Azpilicueta Tanco,3957,2.5374298,13.730622,1,0,0,0,0,0,0,1,82.9,6.0,71.6,13.8,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Nemanja Matić,3381,1.8925469,27.195587,0,0,0,0,0,0,0,1,72.6,20.0,64.0,45.8,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Nemanja Matić,3381,-0.4636476,6.931811,0,0,0,0,0,0,0,1,34.2,21.7,40.4,18.6,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.6817707,17.773014,0,0,0,0,0,0,0,1,40.4,18.4,54.2,7.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,-2.329174,5.234501,1,0,0,0,0,0,0,1,54.0,8.1,50.4,4.3,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.08228799,29.198801,0,0,0,0,0,0,0,1,50.4,4.3,79.5,1.9,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Diego da Silva Costa,5198,1.7444152,32.99606,0,0,0,0,0,0,0,1,98.1,20.5,92.4,53.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Branislav Ivanović,5594,-0.6704283,28.970503,0,0,0,0,0,0,0,1,63.3,80.0,86.0,62.0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-1.6066233,27.917915,0,0,0,0,0,0,0,1,71.2,56.5,70.2,28.6,0,0,0,0,0,0,1,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,-1.1217997,12.210241,0,0,0,0,0,0,0,1,80.9,29.6,86.2,18.6,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Eden Hazard,3621,-1.1642295,7.839005,0,0,0,0,0,0,0,1,91.7,14.1,94.8,6.9,0,0,0,0,0,0,1,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,1.2644292,10.278619,0,0,0,0,0,0,0,1,94.8,6.9,97.9,16.7,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,-1.8007008,4.8270073,0,0,0,0,0,0,0,1,97.6,16.9,96.5,12.2,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Eden Hazard,3621,1.8192837,6.9123077,0,0,0,0,0,0,0,1,100.5,20.3,98.8,27.0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-2.616797,4.3908997,0,0,0,0,0,0,0,1,98.8,27.0,95.0,24.8,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-0.7208581,60.30033,0,0,0,0,0,0,0,1,58.8,55.3,104.1,15.5,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Eden Hazard,3621,1.7681919,15.80696,1,0,0,0,0,0,0,1,96.5,10.5,93.4,26.0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,1.7497135,19.104973,0,0,0,0,0,0,0,1,93.4,26.0,90.0,44.8,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,0.6419459,12.860016,0,0,0,0,0,0,0,1,93.1,48.4,103.4,56.1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Diego da Silva Costa,5198,3.0309355,19.921846,0,0,0,0,0,0,0,1,115.8,69.9,96.0,72.1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Branislav Ivanović,5594,-1.2938623,40.23295,0,1,0,0,0,0,0,0,96.0,72.1,107.0,33.4,0,0,0,0,0,0,1,0,0,1,0,1,0,1
César Azpilicueta Tanco,3957,2.8771043,14.91878,0,0,0,0,0,0,0,1,34.7,0.1,20.3,4.0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Gary Cahill,3645,-1.028217,15.880806,0,0,0,0,0,0,0,1,37.0,17.4,45.2,3.8,0,0,0,0,0,0,1,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.27883214,25.796318,0,0,0,0,0,0,0,1,47.3,3.6,72.1,10.7,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Eden Hazard,3621,-0.13706617,38.05693,0,0,0,0,0,0,0,1,72.8,11.4,110.5,6.2,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Diego da Silva Costa,5198,1.9244602,36.669468,0,1,0,0,0,0,0,0,110.8,10.0,98.1,44.4,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Francesc Fàbregas i Soler,3478,-1.5707964,8.6,0,0,0,0,0,0,0,1,99.3,43.4,99.3,34.8,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Francesc Fàbregas i Soler,3478,-0.2551824,19.015783,0,0,0,0,0,0,0,1,46.3,69.2,64.7,64.4,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-1.7204623,12.742449,1,0,0,0,0,0,0,1,83.6,50.1,81.7,37.5,0,0,0,0,0,0,0,1,1,0,1,0,0,1
César Azpilicueta Tanco,3957,-0.5485494,31.642534,0,0,0,0,0,0,0,1,8.4,20.3,35.4,3.8,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Eden Hazard,3621,1.6110971,12.410076,0,0,0,0,0,0,0,1,34.9,3.8,34.4,16.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.33782184,45.258038,0,0,0,0,0,0,0,1,54.5,17.9,97.2,2.9,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,1.8484116,20.068382,0,0,0,0,0,0,0,1,99.6,21.5,94.1,40.8,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Eden Hazard,3621,2.549289,12.896899,0,0,0,0,0,0,0,1,105.0,10.0,94.3,17.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,0.82502496,32.12787,0,0,0,0,0,0,0,1,95.7,19.6,117.5,43.2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
César Azpilicueta Tanco,3957,1.6400496,17.341568,0,0,0,0,0,0,0,1,36.1,0.1,34.9,17.4,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Francesc Fàbregas i Soler,3478,0.107992455,62.16213,0,0,0,0,0,0,0,1,34.9,17.4,96.7,24.1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-1.9135019,21.128654,0,0,0,0,0,0,0,1,55.4,80.0,48.3,60.1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Francesc Fàbregas i Soler,3478,-0.19546692,40.67456,0,0,0,0,0,1,0,0,56.1,44.6,96.0,36.7,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Oscar dos Santos Emboaba Júnior,40122,1.3734008,1.5297059,0,0,0,0,0,0,0,1,61.0,40.1,61.3,41.6,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Diego da Silva Costa,5198,-2.9579704,7.119691,0,0,0,0,0,0,0,1,62.1,41.6,55.1,40.3,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.98279375,12.258874,0,0,0,0,0,0,0,1,56.4,42.8,63.2,32.6,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Eden Hazard,3621,-1.2924967,23.296352,1,0,0,0,0,0,0,1,64.7,25.5,71.1,3.1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
César Azpilicueta Tanco,3957,1.8935918,30.263014,0,0,0,0,0,0,0,1,70.5,4.5,60.9,33.2,0,0,0,0,0,1,0,0,0,1,0,0,1,1
Francesc Fàbregas i Soler,3478,0.3888594,15.561812,1,0,0,0,0,0,0,1,71.5,45.9,85.9,51.8,0,0,0,0,0,1,0,0,0,1,1,0,0,0
Nemanja Matić,3381,0.12246106,6.5490456,0,0,0,0,0,0,0,1,49.9,60.1,56.4,60.9,0,0,0,0,0,1,0,0,1,0,0,0,1,1
Francesc Fàbregas i Soler,3478,1.0798602,18.02942,0,0,0,0,0,0,0,1,56.8,60.9,65.3,76.8,0,0,0,0,0,1,0,0,1,0,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,-1.6020361,12.806249,0,0,0,0,0,0,0,1,78.0,77.4,77.6,64.6,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Francesc Fàbregas i Soler,3478,0.53298074,16.138464,1,0,0,0,0,0,0,1,83.9,69.1,97.8,77.3,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-2.8154368,7.17844,0,0,0,0,0,0,0,1,97.8,77.3,91.0,75.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,1.2742505,15.057224,0,0,0,0,0,0,0,1,94.3,61.8,98.7,76.2,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.6150712,15.815498,0,0,0,0,0,0,0,1,99.4,76.7,98.7,60.9,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,3958,1.7818897,7.1589108,0,0,0,0,0,0,0,1,98.7,60.9,97.2,67.9,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Oscar dos Santos Emboaba Júnior,40122,-1.7135316,16.871574,0,1,0,0,0,0,0,0,115.8,60.9,113.4,44.2,0,0,0,0,0,1,0,0,0,1,0,1,0,0
César Azpilicueta Tanco,3957,2.203545,18.601076,0,0,0,0,0,0,0,1,20.5,0.1,9.5,15.1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Gary Cahill,3645,0.041298818,12.110326,0,0,0,0,0,0,0,1,23.6,28.1,35.7,28.6,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Nemanja Matić,3381,-1.1172835,26.476404,0,0,0,0,0,0,0,1,35.8,28.6,47.4,4.8,0,0,0,0,0,0,1,0,1,0,1,0,0,1
César Azpilicueta Tanco,3957,0.3204815,49.837536,0,0,0,0,0,0,0,1,48.0,3.5,95.3,19.2,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Pedro Eliezer Rodríguez Ledesma,3958,-0.07677189,6.519202,0,0,0,0,0,0,0,1,25.5,40.8,32.0,40.3,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.791212,24.324884,0,0,0,0,0,0,0,1,33.3,40.3,50.4,23.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Kurt Happy Zouma,3456,-1.2417467,21.66218,1,0,0,0,0,0,0,1,43.4,47.1,50.4,26.6,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Oscar dos Santos Emboaba Júnior,40122,2.7610862,7.539231,0,0,0,0,0,0,0,1,50.4,26.6,43.4,29.4,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Nemanja Matić,3381,-1.6961855,11.994165,0,0,0,0,0,0,0,1,42.9,29.2,41.4,17.3,0,0,0,0,0,0,0,1,1,0,1,0,0,1
César Azpilicueta Tanco,3957,1.7041466,8.273452,0,0,0,0,0,0,0,1,41.4,17.3,40.3,25.5,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Nemanja Matić,3381,2.0466385,18.33712,0,0,0,0,0,0,0,1,46.2,34.9,37.8,51.2,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Kurt Happy Zouma,3456,-1.0824624,10.870603,0,0,0,0,0,0,0,1,37.8,51.2,42.9,41.6,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Nemanja Matić,3381,-1.2365241,17.678518,0,0,0,0,0,0,0,1,42.9,41.6,48.7,24.9,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Francesc Fàbregas i Soler,3478,-0.92389965,23.560135,0,0,0,0,0,0,0,1,49.9,23.0,64.1,4.2,0,0,0,0,0,0,0,1,0,1,1,0,0,1
César Azpilicueta Tanco,3957,1.8603798,25.564428,0,0,0,0,0,0,0,1,63.5,6.9,56.2,31.4,0,0,0,0,0,0,0,1,0,1,1,0,0,1
